date,sunshine_hr,humidity_mean,temp_min,temp_mean,temp_max,temp_range
2008-01-23,10.103208333333335,35.958333333333336,4.1,13.454166666666666,20.9,16.799999999999997
2008-01-24,10.103208333333335,29.375,5.9,14.433333333333332,22.6,16.700000000000003
2008-01-25,10.103208333333335,28.125,6.0,15.104166666666666,23.7,17.7
2008-01-26,10.103208333333335,25.666666666666668,8.3,15.166666666666666,21.7,13.4
2008-01-27,10.103208333333335,32.291666666666664,7.3,14.779166666666669,22.0,14.7
2008-01-28,10.103208333333335,32.083333333333336,8.1,15.125,21.6,13.500000000000002
2008-01-29,10.103208333333335,26.416666666666668,8.2,15.0,21.4,13.2
2008-01-30,10.103208333333335,26.291666666666668,7.6,15.05,22.5,14.9
2008-01-31,10.103208333333335,27.291666666666668,7.2,15.245833333333332,23.2,16.0
2008-02-01,10.277427777777778,25.208333333333332,5.5,15.033333333333331,23.5,18.0
2008-02-02,10.279844444444445,20.541666666666668,5.0,15.183333333333332,23.4,18.4
2008-02-03,10.282025,19.375,6.5,16.445833333333333,24.8,18.3
2008-02-04,10.0,13.458333333333334,10.2,18.845833333333335,26.3,16.1
2008-02-05,10.315230555555557,12.0,10.4,18.816666666666663,26.7,16.299999999999997
2008-02-06,10.376947222222222,10.5,10.3,19.766666666666666,28.4,18.1
2008-02-07,10.04655,11.875,12.4,19.895833333333332,26.7,14.3
2008-02-08,10.32052222222222,14.458333333333334,10.7,18.545833333333334,25.6,14.900000000000002
2008-02-09,10.41489722222222,16.916666666666668,9.1,18.125,26.0,16.9
2008-02-10,10.448505555555556,15.041666666666666,9.3,18.6125,26.6,17.3
2008-02-11,10.2926,13.25,10.9,19.933333333333337,28.2,17.299999999999997
2008-02-12,9.577451388888882,11.333333333333334,13.4,21.775,29.1,15.7
2008-02-13,9.577451388888882,11.166666666666666,18.1,23.5875,28.8,10.7
2008-02-14,10.519863888888889,10.916666666666666,17.2,24.1875,31.1,13.900000000000002
2008-02-15,10.5291,12.041666666666666,14.9,22.7125,30.5,15.6
2008-02-16,10.538205555555557,14.583333333333334,12.6,22.229166666666668,31.1,18.5
